title,url,replies,views
Harris has accepted defeat. Why couldn't Trump?,https://debatepolitics.com/threads/harris-has-accepted-defeat-why-couldnt-trump.554464/,53,447
The Dumbest Moments of the 2024 Election,https://debatepolitics.com/threads/the-dumbest-moments-of-the-2024-election.554209/,96,587
To follow Florida Results,https://debatepolitics.com/threads/to-follow-florida-results.554255/,63,466
Can we chill just a bit?,https://debatepolitics.com/threads/can-we-chill-just-a-bit.554395/,7,112
Should Biden resign and make Harris the first female president?,https://debatepolitics.com/threads/should-biden-resign-and-make-harris-the-first-female-president.554403/,22,202
Make your own map.,https://debatepolitics.com/threads/make-your-own-map.553225/,31,797
The President represents every American. It is anti-democratic that he is not elected by the popular vote.,https://debatepolitics.com/threads/the-president-represents-every-american-it-is-anti-democratic-that-he-is-not-elected-by-the-popular-vote.554301/,22,203
"PA. It seems Harris needs 700,000. Biden got 600,000 and Hillary 560,000.",https://debatepolitics.com/threads/pa-it-seems-harris-needs-700-000-biden-got-600-000-and-hillary-560-000.554280/,36,280
Donald J. Trump,https://debatepolitics.com/threads/donald-j-trump.554180/,326,3K
"Harris got 66.7 million votes. Biden got 81 million in 2020. Trump got 74 million in 2020 and 71,4 in 2024.",https://debatepolitics.com/threads/harris-got-66-7-million-votes-biden-got-81-million-in-2020-trump-got-74-million-in-2020-and-71-4-in-2024.554394/,1,67
Trump  Wins,https://debatepolitics.com/threads/trump-wins.554398/,0,66
Veteran Dem strategist gives shocking statement about Kamala's chance in crucial swing state of Pennsylvania,https://debatepolitics.com/threads/veteran-dem-strategist-gives-shocking-statement-about-kamalas-chance-in-crucial-swing-state-of-pennsylvania.554229/,43,340
Harris is on track to lose,https://debatepolitics.com/threads/harris-is-on-track-to-lose.552236/,752,7K
Long voting lines in the US ... but why ?,https://debatepolitics.com/threads/long-voting-lines-in-the-us-but-why.553369/,153,1K
This is what it's all about,https://debatepolitics.com/threads/this-is-what-its-all-about.554070/,168,1K
Chris Wallace says Harris would need a 'miracle' to win following first CNN exit poll,https://debatepolitics.com/threads/chris-wallace-says-harris-would-need-a-miracle-to-win-following-first-cnn-exit-poll.554307/,1,155
Election issues,https://debatepolitics.com/threads/election-issues.554248/,37,386
Russia behind voting bomb threats,https://debatepolitics.com/threads/russia-behind-voting-bomb-threats.554262/,2,82
GEORGIA: Judge blocks the RNC from trying to throw out absentee ballots,https://debatepolitics.com/threads/georgia-judge-blocks-the-rnc-from-trying-to-throw-out-absentee-ballots.554281/,15,146
New Mexico,https://debatepolitics.com/threads/new-mexico.554267/,12,128
CNN Exit Poll: Exit Poll Results: 72% of Americans Unhappy With Way US is Going,https://debatepolitics.com/threads/cnn-exit-poll-exit-poll-results-72-of-americans-unhappy-with-way-us-is-going.554289/,7,150
FBI says bomb threats across several states appear to have originated from Russian email domains,https://debatepolitics.com/threads/fbi-says-bomb-threats-across-several-states-appear-to-have-originated-from-russian-email-domains.554265/,41,257
Weather for voting,https://debatepolitics.com/threads/weather-for-voting.554277/,11,92
How about a little humor...,https://debatepolitics.com/threads/how-about-a-little-humor.554298/,1,85
"Early voting was high, and today in my area of northern Indiana",https://debatepolitics.com/threads/early-voting-was-high-and-today-in-my-area-of-northern-indiana.554295/,0,58
"""100% of the New Jobs Went to Migrants, Not People""-DJT",https://debatepolitics.com/threads/100-of-the-new-jobs-went-to-migrants-not-people-djt.554249/,34,247
Harris is a moron...,https://debatepolitics.com/threads/harris-is-a-moron.554194/,51,519
Do Trumps electoral prospects mirror his company stock?  LOL,https://debatepolitics.com/threads/do-trumps-electoral-prospects-mirror-his-company-stock-lol.554285/,4,64
Widespread voting problems reported in 2 heavily Republican Pennsylvania counties,https://debatepolitics.com/threads/widespread-voting-problems-reported-in-2-heavily-republican-pennsylvania-counties.554251/,36,251
AZ Maricopa County,https://debatepolitics.com/threads/az-maricopa-county.554243/,17,153
Joe Rogan endorses Trump tonight,https://debatepolitics.com/threads/joe-rogan-endorses-trump-tonight.554191/,201,1K
John Kasich On Pennsylvannia,https://debatepolitics.com/threads/john-kasich-on-pennsylvannia.554273/,5,107
Rural Surges in NV and NH,https://debatepolitics.com/threads/rural-surges-in-nv-and-nh.554246/,19,209
2024 presidential results thread,https://debatepolitics.com/threads/2024-presidential-results-thread.554264/,14,163
Guam is in and Harris did 10 Points worse than Biden,https://debatepolitics.com/threads/guam-is-in-and-harris-did-10-points-worse-than-biden.554247/,11,147
Here's what this election comes down to:,https://debatepolitics.com/threads/heres-what-this-election-comes-down-to.554233/,21,161
Ok … what??,https://debatepolitics.com/threads/ok-%E2%80%A6-what.554221/,16,166
One Republican is one too many,https://debatepolitics.com/threads/one-republican-is-one-too-many.554225/,51,388
I think Harris ran a virtually flawless 100-day campaign,https://debatepolitics.com/threads/i-think-harris-ran-a-virtually-flawless-100-day-campaign.554211/,78,479
"Women can’t risk another Trump term
If Harris wins the election, it will be because women rejected Trumpism.",https://debatepolitics.com/threads/women-can%E2%80%99t-risk-another-trump-term-if-harris-wins-the-election-it-will-be-because-women-rejected-trumpism.554259/,1,74
What happens after?,https://debatepolitics.com/threads/what-happens-after.554237/,18,140
Unable to win without fraud Libs are preparing a shield,https://debatepolitics.com/threads/unable-to-win-without-fraud-libs-are-preparing-a-shield.554210/,91,673
2024 Election results,https://debatepolitics.com/threads/2024-election-results.554236/,15,206
Kamala Devi Harris - Next POTUS,https://debatepolitics.com/threads/kamala-devi-harris-next-potus.554218/,33,237
"Election Day in America: The LIVE results thread. - The first few votes in tiny Dixville Notch, NH, have already been cast and announced.",https://debatepolitics.com/threads/election-day-in-america-the-live-results-thread-the-first-few-votes-in-tiny-dixville-notch-nh-have-already-been-cast-and-announced.554203/,33,339
"One week out, my predictions for the swing states.",https://debatepolitics.com/threads/one-week-out-my-predictions-for-the-swing-states.553537/,21,181
Halperin: It's very hard for me to see how she's going to win Pennsylvania.”,https://debatepolitics.com/threads/halperin-its-very-hard-for-me-to-see-how-shes-going-to-win-pennsylvania-%E2%80%9D.554239/,36,204
Maher Rips Media for Liz Cheney Firing Squad Hoax: ‘Just Don’t Lie to Me’,https://debatepolitics.com/threads/maher-rips-media-for-liz-cheney-firing-squad-hoax-%E2%80%98just-don%E2%80%99t-lie-to-me%E2%80%99.553968/,86,718
Early Voter Turnout 2020 vs. 2024,https://debatepolitics.com/threads/early-voter-turnout-2020-vs-2024.553938/,270,3K
Axelrod: “There’s zero enthusiasm on the ground for Kamala Harris in the demographics that they need.”,https://debatepolitics.com/threads/axelrod-%E2%80%9Cthere%E2%80%99s-zero-enthusiasm-on-the-ground-for-kamala-harris-in-the-demographics-that-they-need-%E2%80%9D.554168/,130,825
Jon Ralston predicts narrow win for Harris for Nevada,https://debatepolitics.com/threads/jon-ralston-predicts-narrow-win-for-harris-for-nevada.554231/,2,65
Give it a Rest,https://debatepolitics.com/threads/give-it-a-rest.554217/,41,278
SNL Opening,https://debatepolitics.com/threads/snl-opening.554007/,112,920
Voter Fraud -- General Thread for tracking reports,https://debatepolitics.com/threads/voter-fraud-general-thread-for-tracking-reports.553861/,54,357
"Security fencing goes up around White House, Capitol, VP residence",https://debatepolitics.com/threads/security-fencing-goes-up-around-white-house-capitol-vp-residence.554121/,55,359
I Predict...,https://debatepolitics.com/threads/i-predict.553947/,32,215
More Evidence That Trump Is Going To Lose This Election.....,https://debatepolitics.com/threads/more-evidence-that-trump-is-going-to-lose-this-election.554176/,38,490
Day Of Days,https://debatepolitics.com/threads/day-of-days.554213/,2,101
"Nikki Haley: Trump Isn’t Perfect, but He’s the Better Choice",https://debatepolitics.com/threads/nikki-haley-trump-isn%E2%80%99t-perfect-but-he%E2%80%99s-the-better-choice.554091/,109,946
Reason #141 trump is disqualified from office,https://debatepolitics.com/threads/reason-141-trump-is-disqualified-from-office.554187/,10,87
CFB - Collective Female Backlash ?,https://debatepolitics.com/threads/cfb-collective-female-backlash.554028/,288,2K
Trump Abortion Bans get a Teen Killed,https://debatepolitics.com/threads/trump-abortion-bans-get-a-teen-killed.553921/,44,351
"I view this elections as trump and enemies versus ""pro-United States""",https://debatepolitics.com/threads/i-view-this-elections-as-trump-and-enemies-versus-pro-united-states.554196/,2,70
New $500k ad campaign featuring 225+ psychiatrists and mental health professionals describing why Trump is unfit,https://debatepolitics.com/threads/new-500k-ad-campaign-featuring-225-psychiatrists-and-mental-health-professionals-describing-why-trump-is-unfit.554190/,12,127
"Univision Poll: More than 60% of Latino voters in Pennsylvania support Kamala Harris amid the controversy over calling Puerto Rico a ""floating island",https://debatepolitics.com/threads/univision-poll-more-than-60-of-latino-voters-in-pennsylvania-support-kamala-harris-amid-the-controversy-over-calling-puerto-rico-a-floating-island.554092/,20,216
"""One of the top spreaders of disinformation"" in the election: Musk",https://debatepolitics.com/threads/one-of-the-top-spreaders-of-disinformation-in-the-election-musk.554197/,0,51
2020 Data from Key Swing Counties (for comparison purposes),https://debatepolitics.com/threads/2020-data-from-key-swing-counties-for-comparison-purposes.554193/,0,49
THis is weird.  The story of the Kamala Interview that never aired,https://debatepolitics.com/threads/this-is-weird-the-story-of-the-kamala-interview-that-never-aired.554170/,4,84
If you aren't in a battleground state...,https://debatepolitics.com/threads/if-you-arent-in-a-battleground-state.554160/,29,265
Top Democratic strategist Jim Messina calling early voting numbers “scary” on MSNBC “is the biggest indication we’ve seen that the early vote is a pro,https://debatepolitics.com/threads/top-democratic-strategist-jim-messina-calling-early-voting-numbers-%E2%80%9Cscary%E2%80%9D-on-msnbc-%E2%80%9Cis-the-biggest-indication-we%E2%80%99ve-seen-that-the-early-vote-is-a-pro.554172/,2,86
Walz On Comedy Central/w Jon Stewart,https://debatepolitics.com/threads/walz-on-comedy-central-w-jon-stewart.552995/,36,513
Trump Media Outsources Jobs To Mexico While Pushing America First,https://debatepolitics.com/threads/trump-media-outsources-jobs-to-mexico-while-pushing-america-first.554164/,9,118
"Trump Allies Worked To Keep Jill Stein, Cornel West on Swing State Ballots",https://debatepolitics.com/threads/trump-allies-worked-to-keep-jill-stein-cornel-west-on-swing-state-ballots.551648/,71,781
A Matter Of Faith,https://debatepolitics.com/threads/a-matter-of-faith.554048/,58,594
"Donald Trump Election Spot Airs During NBC’s ‘Sunday Night Football,’ NASCAR Coverage in Response to Kamala Harris’ ‘SNL’ Appearance",https://debatepolitics.com/threads/donald-trump-election-spot-airs-during-nbc%E2%80%99s-%E2%80%98sunday-night-football-%E2%80%99-nascar-coverage-in-response-to-kamala-harris%E2%80%99-%E2%80%98snl%E2%80%99-appearance.554141/,24,184
Speaker Johnson Says They'll Kill Obamacare if Trump Wins,https://debatepolitics.com/threads/speaker-johnson-says-theyll-kill-obamacare-if-trump-wins.553621/,135,961
A text cartoon about pronouncing Kamala,https://debatepolitics.com/threads/a-text-cartoon-about-pronouncing-kamala.554179/,2,68
October surprise: Trump just blew a huge lead...,https://debatepolitics.com/threads/october-surprise-trump-just-blew-a-huge-lead.554106/,29,311
The naughty and nice list,https://debatepolitics.com/threads/the-naughty-and-nice-list.554165/,2,79
"Harris expands her lead over Trump to 10 points in VA, new poll says",https://debatepolitics.com/threads/harris-expands-her-lead-over-trump-to-10-points-in-va-new-poll-says.554008/,25,235
"17,365 and I’m done.",https://debatepolitics.com/threads/17-365-and-i%E2%80%99m-done.553989/,277,2K
Trump rambles about Al Capone and Mike Lindell during North Carolina rally,https://debatepolitics.com/threads/trump-rambles-about-al-capone-and-mike-lindell-during-north-carolina-rally.554131/,10,170
"True to form, ""Trump campaign leaving some cities with hundreds of thousands in unpaid bills after rallies""",https://debatepolitics.com/threads/true-to-form-trump-campaign-leaving-some-cities-with-hundreds-of-thousands-in-unpaid-bills-after-rallies.554114/,26,210
Will Harris reverse Biden's pro-oil policies?,https://debatepolitics.com/threads/will-harris-reverse-bidens-pro-oil-policies.554128/,16,149
